link,id_company,company_name,company_address,company_size,company_website,company_type,company_details
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-ecoba-cong-nghe-moi-truong.35A88E5E.html,35A88E5E,CÔNG TY TNHH ECOBA CÔNG NGHỆ MÔI TRƯỜNG,"Tầng 5, Tòa nhà Udic Complex, Đường Hoàng Đạo Thúy, P. Trung Hòa, Q. Cầu Giấy, Hà Nội",Qui mô công ty: 100,Website: http://www.ecobaent.vn/,Loại hình hoạt động: Trách nhiệm hữu hạn,"Hiện nay môi trường không chỉ là vấn đề được quan tâm hàng đầu của mỗi bộ, ban, ngành mà còn là vấn đề cấp thiết của mỗi doanh nghiệp sản xuất. Công ty TNHH
Ecoba Công Nghệ Môi Trường (Ecoba ENT)
tự hào là đơn vị có bề dày kinh nghiệm trên 10 năm trong lĩnh vực xử lý nước thải, xử lý nước cấp với hàng trăm công trình lớn nhỏ, công nghệ khác nhau và trải dài khắp đất nước. Chúng tôi mang dịch vụ sau bán hàng tốt nhất tới mọi khách hàng thông qua chính sách bảo hành tận tâm, chuyên nghiệp. Phương châm của chúng tôi không chỉ là chuyển giao cho Quý khách hàng một sản phẩm hoàn hảo, tiên tiến mà còn coi việc theo dõi giám sát chất lượng, duy trì hệ thống thiết bị vận hành ổn định, hoạt động lâu dài là mục tiêu hàng đầu và mang tính sống còn."
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-nang-luong-solar-viet-nam.35A9A347.html,35A9A347,CÔNG TY CỔ PHẦN NĂNG LƯỢNG SOLAR VIỆT NAM,"Tầng 6, Tòa nhà COMA, 125D Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Thành phố Hà Nội",Qui mô công ty: 25-99,Website: https://solarvietnam.com.vn/,Loại hình hoạt động: Cổ phần,"Công ty Cổ phần Năng lượng SolarVietnam
được thành lập từ năm 2018, đã có kinh nghiệm nhiều năm trong lĩnh vực năng lượng tái tạo. Với sứ mệnh phát triển bền vững, SolarVietnam đã khẳng định được uy tín và chất lượng qua từng dự án.
Không dừng lại ở đó, SolarVietnam đã mở rộng hoạt động kinh doanh sang lĩnh vực nông nghiệp, cụ thể là trồng và kinh doanh Sâm Ngọc Linh, một loại dược liệu quý hiếm được trồng tại huyện Nam Trà My, tỉnh Quảng Nam. Với sứ mệnh mang các sản phẩm có giá trị cao và chất lượng đến tay người tiêu dùng.
Chúng tôi đang tìm kiếm những nhân sự có định hướng rõ ràng, cầu tiến, khả năng học hỏi, được đào tạo chính quy với kinh nghiệm và những phẩm chất tích cực để tham gia vào đội ngũ."
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-gimasys.35A63631.html,35A63631,CÔNG TY TNHH GIMASYS,"Tầng 3, Sun Grand Ancora Building, số 3 Lương Yên, phường Bạch Đằng, quận Hai Bà Trưng, Hà Nội",Qui mô công ty: 100-499,Website: https://gimasys.com/,Loại hình hoạt động: Trách nhiệm hữu hạn,"Thành lập vào tháng 3 năm 2004, Công ty Gimasys được hình thành bởi những thành viên có nhiều kinh nghiệm trong lĩnh vực tư vấn quản trị kinh doanh, triển khai các giải pháp CNTT và phát triển phần mềm nhằm tối ưu hóa nguồn lực của tổ chức và doanh nghiệp.
Trên chặng đường hình thành và phát triển, Gimasys đã trở thành đối tác chiến lược của nhiều tập đoàn công nghệ lớn trên thế giới. Năm 2011, Gimasys có thêm chi nhánh ở TP Hồ Chí Minh để cung cấp dịch vụ tại thị trường miền Nam. Hiện nay, Gimasys đã vươn lên trở thành đơn vị hàng đầu cung cấp dịch vụ và triển khai các hệ thống ERP và CRM trên nền tảng điện toán đám mây cho nhiều doanh nghiệp lớn."
https://careerviet.vn/vi/nha-tuyen-dung/tap-doan-kim-tin.35A5109A.html,35A5109A,Tập Đoàn Kim Tín,"69 Nguyễn Thi, Phường 13, Quận 5, HCM",Qui mô công ty: 1.000-4.999,Website: https://kimtingroup.com,Loại hình hoạt động: Cổ phần,"Được thành lập ngày 29/01/2000, khởi đầu từ một công ty chuyên kinh doanh các sản phẩm vật liệu hàn, kim loại màu…Qua 20 năm hoạt động, đến nay Kim Tín đã phát triển thành 1 tập đoàn gồm hơn 10 công ty thành viên trải dài từ Bắc đến Nam.
Với các sản phẩm dịch vụ có chất lượng cao và khả năng tài chính lành mạnh, tập đoàn Kim Tín đã có uy tín cả trong và ngoài nước như là một đối tác tin cậy có trình độ và hiệu quả hoạt động cao. Chính vì thế kết quả kinh doanh của tập đoàn đã liên tục phát triển vững chắc trong thời gian qua
Đằng sau sự tăng trưởng mạnh mẽ của Kim Tín là sức mạnh và sự đóng góp của hơn 2.500 cán bộ công nhân viên có trình độ cao, năng động, trẻ trung và nhiệt huyết. Cùng với mục tiêu “ Phát triển Kim Tín trở thành một tập đoàn mạnh trong ngành kim khí và gỗ”, Kim Tín đã, đang và sẽ đầu tư hàng loạt các dự án mới trên khắp cả nước, đạt đến tầm nhìn:  “THAY ĐỔI ĐỂ PHÁT TRIỂN VÀ TRƯỜNG TỒN”"
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-social-bella-viet-nam.35A89BE5.html,35A89BE5,CÔNG TY TNHH SOCIAL BELLA VIỆT NAM,"5th Floor, TSA Building, 53-55-57 Pho Duc Chinh, Nguyen Thai Binh Ward, District 1, HCMC",Qui mô công ty: 100-499,Website: https://vn.sociolla.com/,Loại hình hoạt động: 100% vốn nước ngoài,"An oversea technology company focusing on beauty and personal care industry is interested in entering Vietnam market. Started in 2015, today it has become a major player in the market by working with all stakeholders in the industry. Company's vision is to be the most trusted and complete ecosystem for beauty and personal care industry in the Region thanks to its highly comprehensive commerce, content and community curated for all Beauty enthusiasts. With the unique and holistic ecosystem model, the company is trusted to be the exclusive partner of many local and global brands. Company’s core values are: be fast, agile, continuous improvement, ownership, and positivity. These values are highly encouraged and practiced throughout the organization."
https://careerviet.vn/vi/nha-tuyen-dung/lovepop-vietnam.35A82E1D.html,35A82E1D,Lovepop Vietnam,"Tầng 2, tòa nhà Indochina Riverside Đà Nẵng",Qui mô công ty: 500-999,Website: https://www.lovepop.com/,Loại hình hoạt động: Trách nhiệm hữu hạn,"Lovepop is on a mission to
create one billion magical moments.
We believe that love is the foundation for a brighter world, and it grows when it is shared. Every day, we pour our hearts into developing creative, meaningful, and fun ways for you to share love with the people around you. We combine art and engineering to stretch the boundaries of the imagination and create magical cards and gifts that bring people together. Whether you’re celebrating a holiday, an important milestone, or an everyday moment, we aim to inspire you to share love with our amazing designs.
Available online and at retail and partner locations across the U.S., our cards and gifts create a memorable, shared connection between giver and receiver - a meaningful, creative, and fun experience. That’s a magical moment.
Since earning an investment from Kevin ""Mr. Wonderful"" O'Leary on ABC's ""Shark Tank"" in 2015, Lovepop has created thousands of unique designs to help you share love with the special people in your life.
Lovepop headquarter: Boston, US
Factory and office: Danang, Vietnam
Satellite office: Ho Chi Minh, Vietnam"
https://careerviet.vn/vi/nha-tuyen-dung/ctcp-nghien-cuu-va-kiem-nghiem-thuoc-aqp.35A8DF00.html,35A8DF00,TRƯỜNG ĐẠI HỌC PHENIKAA,"Phường Yên Nghĩa, Quận Hà Đông , Hà Nội",Qui mô công ty: 500-999,Website: https://phenikaa-uni.edu.vn/vi,Loại hình hoạt động: Cá nhân,"1. Thông tin trường
Trường ĐH Phenikaa được thành lập vào ngày 10 tháng 10 năm 2007 với tên ban đầu là Trường ĐH Thành Tây. Khi ấy, trường có 5 ngành đào tạo gồm: Công trình, Quản trị Kinh doanh, Sinh học, Lâm nghiệp và Công nghệ thông tin. Trong giai đoạn từ năm 2010 đến năm 2014, Trường tiếp tục mở các ngành Dược, Điều dưỡng, Tài chính – Ngân hàng và Kế toán.
Trải qua hơn 10 năm xây dựng và phát triển, Trường chính thức đổi tên thành Trường ĐH Phenikaa vào năm 2018.
Bên cạnh hoạt động nghiên cứu khoa học và hợp tác quốc tế, đào tạo là hoạt động được ưu tiên hàng đầu và có nhiều đổi mới tích cực. Ngoài các nhóm ngành truyền thống, Trường đã mở thêm các ngành khối Kỹ thuật - Công nghệ mới phù hợp với nhu cầu, quy luật phát triển tất yếu của xã hội như: Kỹ thuật Điều khiển và Tự động hóa, Kỹ thuật Ô tô, Kỹ thuật Cơ điện tử, Công nghệ thông tin...
Website trường: https://phenikaa-uni.edu.vn/vi
2. Môi trường làm việc
Hiện tại, Trường xây dựng chính sách tuyển dụng, thu hút các giảng viên, nhà khoa học giỏi với thu nhập tốt để yên tâm công tác. Ngoài ra, chính sách học bổng sau đại học dành cho học viên cao học, nghiên cứu sinh, nghiên cứu sau tiến sĩ, trợ lý nghiên cứu; hay chính sách khen thưởng dành cho các giảng viên, nhà khoa học cũng đang được triển khai rất tích cực tại Trường Đại học Phenikaa.
Đặc biệt, Trường xây dựng cơ chế “mở” nhằm hình thành môi trường tự do học thuật, giúp các giảng viên, nhà khoa học phát huy cao nhất năng lực trong nghiên cứu, phát triển và sáng tạo khoa học công nghệ. Với môi trường học thuật và chuyên nghiệp, đề cao sức lao động và sáng kiến của nhân viên, giảng viên, Trường Đại học Phenikaa luôn tạo điều kiện tốt nhất cho các thầy/ cô giảng viên có được thời gian và không gian để hoàn thành công tác giảng dạy cũng như nghiên cứu khoa học của mình.
Khuyến khích và tôn trọng các ý tưởng sáng tạo mang tính đột phá, lấy Khoa học cơ bản làm nền tảng vững chắc, Hiệu trưởng nhà trường, GS.TS Phạm Thành Huy kỳ vọng Trường ĐH Phenikaa sẽ hướng tới một trường đại học đa ngành, xuất sắc trong đào tạo, nghiên cứu và hướng nghiệp với mục tiêu vào Top 100 trường đại học tốt nhất châu Á trong vòng 20 năm.
3. Thành tích đạt được
Năm 2019, Trường vinh dự lọt top 15 Trường đại học có công bố khoa học Quốc tế nhiều nhất cả nước. Trong 9 tháng đầu năm 2019, Trường có hơn 100 công bố quốc tế nằm trong danh mục tạp chí quốc tế uy tín ISI và Scopus, nằm trong top 15 trường đại học có công bố quốc tế ISI/SCOPUS nhiều nhất trong cả nước.
Trường đã vươn lên vào top đầu các cơ sở giáo dục đại học có nhiều nhà khoa học có công bố khoa học trên các tạp chí quốc tế đạt trên 1000 trích dẫn (theo google scholar)
Giai đoạn 2020 đến 2021, Trường Đại học Phenikaa xếp vị trí đầu tiên các cơ sở giáo dục Việt Nam trong bảng xếp hạng Nature Index. Nature Index năm 2021 là bảng xếp hạng các đơn vị nghiên cứu hoặc quốc gia, được xây dựng dựa trên nền tảng 82 tạp chí khoa học thuộc 4 nhóm lĩnh vực, gồm: hóa học, vật lý, khoa học trái đất và môi trường, và khoa học sự sống. Đây là những tạp chí rất danh tiếng, được chọn lọc ra từ hàng chục nghìn tạp chí khoa học uy tín trên khắp thế giới.
Trong các năm tới, Trường kỳ vọng sẽ có cơ hội hợp tác cùng các giảng viên/ nhà khoa học tiềm năng để ngày một nâng cao chất lượng giảng dạy, đào tạo và nghiên cứu, tăng thành tích và uy tín của trường hướng tới mục tiêu Top 100 trường Đại học tốt nhất Châu Á trong vòng 20 năm."
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-tap-doan-rita-vo.35A56516.html,35A56516,,,,,,
https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-meey-land.35A8A1C3.html,35A8A1C3,Công ty Cổ phần Tập đoàn Meey Land,"97-99 Láng Hạ, Đống Đa, hà Nội",Qui mô công ty: 100-499,Website: https://meeyland.com/,Loại hình hoạt động: Cổ phần,"MEEY LAND - Cùng nhau khai thác giá trị
Tầm nhìn:
Trở thành Tập đoàn đa quốc gia có Hệ sinh thái: Công nghệ - Bất động sản – Tài chính toàn cầu, niêm yết trên sàn SEHK Hong Kong có giá trị hàng tỷ đô (USD)
Sứ mệnh:
Dẫn đầu thị trường về công nghệ số hóa bất động sản, đem đến cho Việt Nam và thế giới một hệ sinh thái nền tảng công nghệ 4.0 ứng dụng trong giao dịch bất động sản.
Xác lập vị thế bản lĩnh Việt – trí tuệ Việt – sản phẩm Việt trên thế giới, nhân bản hệ thống khắp toàn cầu.
Tối đa hóa lợi nhuận bằng các tính năng thông minh, tự động hóa hầu hết nhằm giảm tối đa chi phí hoạt động và tái đầu tư, trở thành một công cụ đem lại thu nhập thụ động liên tục, lớn, lâu dài, 24/7 cho các nhà đầu tư.
Mang lại doanh thu, lợi nhuận, đóng góp nhiều nhất có thể cho nền kinh tế - chính trị - xã hội, thuế cho Nhà nước."
https://careerviet.vn/vi/nha-tuyen-dung/truong-pho-thong-lien-cap-h-a-s.35A8D098.html,35A8D098,TRƯỜNG PHỔ THÔNG LIÊN CẤP H.A.S,"B17 Kim Liên, Phố Lương Định Của, Phường Kim liên, Quận Đống Đa",Qui mô công ty: 100-499,Website: https://has.edu.vn/,,"Trường Phổ thông Liên cấp H.A.S (Hanoi Adelaide School) nằm trong Hệ thống giáo dục Quốc dân Việt Nam, đào tạo từ bậc Tiểu học đến Trung học phổ thông, theo mô hình hướng tới song bằng THPT Việt Nam và THPT Úc.
Tầm nhìn
Trở thành ngôi trường tiên phong về giáo dục hội nhập, nhân văn và hòa hợp với tự nhiên.
Sứ mệnh
Đảm bảo công bằng trong việc tạo ra các cơ hội, dẫn dắt học sinh phát triển và thể hiện khả năng Tự chủ, Tự lập, Trách nhiệm trong suy nghĩ, lời nói, hành động ở các tình huống đa dạng của cuộc sống, học hành, công việc, trên cơ sở thấu hiểu, phát huy tiềm năng và tôn trọng sở thích của từng học sinh.
Triết lý giáo dục
Nhà trường là nơi học sinh chuẩn bị, hình thành và phát triển tri thức, năng lực, phẩm chất để trở thành con người Tự chủ, Tự lập, Trách nhiệm hướng tới cuộc sống tốt đẹp hơn trong hiện tại và tương lai.
Hanoi Adelaide School – tiên phong về giáo dục hội nhập, nhân văn và hoà hợp với tự nhiên.
Địa chỉ:
Cơ sở 1: B17 Kim Liên, Lương Định Của, Kim Liên, Đống Đa, Hà Nội
Cơ sở 2: Lô C35, C29, C26, Khu C, KĐT mới Lê Trọng Tấn – Geleximco, Dương Nội, Hà Đông, Hà Nội"
